Source DataFile                                                                                            ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,   SNR_raw,        Fo,        Fm,     Fv/Fm,       Sig,         p,    Tau1QA,    Alp1QA,    Tau2QA,    Alp2QA,    Tau3QA,    Alp3QA,      CarQ,   tauCarQ,     P680Q,     Chisq,       ETR,  PQP_Size,
-----------------------------------------------------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181345_caloxy_MiSa1192_445_data.csv , 2022/06/18, 13:48:56,    1655570936082,--Not Acquired--     ,-Not Acquired--      , -3068.63,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     4.5559,     0.9689,    401.71,   1121.26,   1637.38,    0.3152,    293.90,    0.0000,      4573,    0.0000,     12291,    0.0000,      1000,    0.0000,     0.069,      9.38,  -0.00240,     0.000,    20.000,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181345_caloxy_MiSa1192_445_data.csv , 2022/06/18, 13:48:58,    1655570938078,--Not Acquired--     ,-Not Acquired--      , -3068.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.0764,     0.9817,    334.92,   1153.58,   1618.10,    0.2871,    292.96,    0.0000,      3094,    0.0000,     11710,    0.0000,       906,    0.0000,     0.028,     35.76,  -0.00208,     0.000,    20.000,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181345_caloxy_MiSa1192_445_data.csv , 2022/06/18, 13:51:59,    1655571119090,--Not Acquired--     ,-Not Acquired--      , -3033.35,     0.0000,      0.0000,  NO DATA,    '10000,     40.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.1683,     0.9466,    237.19,   1350.43,   1640.53,    0.1768,    280.53,    0.0000,      1349,    0.0000,      5840,    0.0000,     18638,    0.0000,     0.176,      7.75,  -0.00170,     0.000,     1.620,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181345_caloxy_MiSa1192_445_data.csv , 2022/06/18, 13:52:01,    1655571121089,--Not Acquired--     ,-Not Acquired--      , -3078.16,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.7383,     0.9712,    326.03,   1125.29,   1574.82,    0.2854,    323.91,    0.0000,      1402,    0.0000,      3205,    0.0000,     18420,    0.0000,     0.046,     25.40,  -0.00355,     0.000,     2.489,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181345_caloxy_MiSa1192_445_data.csv , 2022/06/18, 13:55:02,    1655571302131,--Not Acquired--     ,-Not Acquired--      , -2998.08,     0.0000,      0.0000,  NO DATA,    '10000,     80.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.3192,     0.9676,    108.31,   1454.63,   1660.29,    0.1239,    284.17,    0.0000,      1608,    0.0000,      7860,    0.0000,     17613,    0.0000,     0.212,      5.86,  -0.00257,     0.000,     2.242,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181345_caloxy_MiSa1192_445_data.csv , 2022/06/18, 13:55:04,    1655571304142,--Not Acquired--     ,-Not Acquired--      , -3078.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   112  ,     1.5007,     0.9688,    314.56,   1120.80,   1570.34,    0.2863,    313.99,    0.0000,      1337,    0.0000,      2839,    0.0000,     18083,    0.0000,     0.034,     31.80,  -0.00357,     0.000,     2.659,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181345_caloxy_MiSa1192_445_data.csv , 2022/06/18, 13:58:05,    1655571485149,--Not Acquired--     ,-Not Acquired--      , -2911.23,     0.0000,      0.0000,  NO DATA,    '10000,    160.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.1012,     0.9717,     59.07,   1551.09,   1674.37,    0.0736,    307.51,    0.0000,      1808,    0.0000,      9880,    0.0000,     19716,    0.0000,     0.148,      7.06,  -0.00226,     0.000,     5.542,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181345_caloxy_MiSa1192_445_data.csv , 2022/06/18, 13:58:07,    1655571487153,--Not Acquired--     ,-Not Acquired--      , -3083.91,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.7086,     0.9675,    405.60,   1116.54,   1563.57,    0.2859,    318.84,    0.0000,      1232,    0.0000,      2859,    0.0000,     17651,    0.0000,     0.038,     30.73,  -0.00333,     0.000,     2.866,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181345_caloxy_MiSa1192_445_data.csv , 2022/06/18, 14:01:08,    1655571668167,--Not Acquired--     ,-Not Acquired--      , -3075.48,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     3.3802,     0.9759,    333.60,   1126.81,   1619.53,    0.3042,    294.56,    0.0000,      4011,    0.0000,     10375,    0.0000,      6629,    0.0000,     0.031,     21.07,  -0.00287,     0.000,     5.252,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181345_caloxy_MiSa1192_445_data.csv , 2022/06/18, 14:01:10,    1655571670164,--Not Acquired--     ,-Not Acquired--      , -3079.18,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     8.7932,     0.9842,    256.36,   1148.29,   1598.23,    0.2815,    311.62,    0.0000,      3186,    0.0000,      9852,    0.0000,      3924,    0.0000,     0.028,     38.24,  -0.00348,     0.000,     4.002,
