Source DataFile                                                                                            ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,   SNR_raw,        Fo,        Fm,     Fv/Fm,       Sig,         p,    Tau1QA,    Alp1QA,    Tau2QA,    Alp2QA,    Tau3QA,    Alp3QA,      CarQ,   tauCarQ,     P680Q,     Chisq,       ETR,  PQP_Size,
-----------------------------------------------------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181439_caloxy_MiSa1194_445_data.csv , 2022/06/18, 14:43:11,    1655574191334,--Not Acquired--     ,-Not Acquired--      , -3067.45,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   211  ,     3.8344,     0.9770,    751.69,    487.28,   1542.10,    0.6840,    426.81,    0.0000,      3366,    0.0000,       636,    0.0000,     19876,    0.0000,     0.868,      4.53,  -0.00848,     0.000,    15.169,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181439_caloxy_MiSa1194_445_data.csv , 2022/06/18, 14:43:13,    1655574193410,--Not Acquired--     ,-Not Acquired--      , -3060.52,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   121  ,     3.0864,     0.9837,    712.78,    523.01,   1525.67,    0.6572,    458.58,    0.0000,      3734,    0.0000,       373,    0.0000,     26046,    0.0000,     0.731,      6.19,  -0.00874,     0.000,    13.491,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181439_caloxy_MiSa1194_445_data.csv , 2022/06/18, 14:46:14,    1655574374500,--Not Acquired--     ,-Not Acquired--      , -3018.47,     0.0000,      0.0000,  NO DATA,    '10000,     40.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.1908,     0.9904,    340.83,   1059.16,   1637.27,    0.3531,    422.90,    0.0000,      3260,    0.0000,       378,    0.0000,     69527,    0.0000,     0.126,     29.49,  -0.00515,     0.000,    12.338,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181439_caloxy_MiSa1194_445_data.csv , 2022/06/18, 14:46:16,    1655574376577,--Not Acquired--     ,-Not Acquired--      , -3060.28,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.8280,     0.9903,    752.33,    495.75,   1438.27,    0.6553,    448.85,    0.0000,      3615,    0.0000,       656,    0.0000,     25704,    0.0000,     0.562,      6.83,  -0.00578,     0.000,    20.000,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181439_caloxy_MiSa1194_445_data.csv , 2022/06/18, 14:49:17,    1655574557665,--Not Acquired--     ,-Not Acquired--      , -2967.84,     0.0000,      0.0000,  NO DATA,    '10000,     80.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     6.6911,     0.9903,    179.36,   1321.05,   1695.96,    0.2211,    460.60,    0.0000,      2951,    0.0000,       295,    0.0000,     54151,    0.0000,     0.168,     16.57,  -0.00328,     0.000,     6.664,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181439_caloxy_MiSa1194_445_data.csv , 2022/06/18, 14:49:19,    1655574559719,--Not Acquired--     ,-Not Acquired--      , -3060.52,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   121  ,     3.7844,     0.9923,    647.86,    506.51,   1418.76,    0.6430,    441.44,    0.0000,      3932,    0.0000,       447,    0.0000,     23954,    0.0000,     0.531,      7.66,  -0.00681,     0.000,    20.000,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181439_caloxy_MiSa1194_445_data.csv , 2022/06/18, 14:52:20,    1655574740820,--Not Acquired--     ,-Not Acquired--      , -2847.21,     0.0000,      0.0000,  NO DATA,    '10000,    160.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.7899,     0.9567,     56.09,   1465.78,   1688.75,    0.1320,    314.30,    0.0000,      2616,    0.0000,       262,    0.0000,     24653,    0.0000,     0.098,     33.99,  -0.00114,     0.000,     3.508,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181439_caloxy_MiSa1194_445_data.csv , 2022/06/18, 14:52:23,    1655574742853,--Not Acquired--     ,-Not Acquired--      , -3054.54,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   121  ,     3.0192,     0.9926,    621.57,    506.09,   1358.24,    0.6274,    432.94,    0.0000,      4201,    0.0000,       422,    0.0000,     24605,    0.0000,     0.334,     13.03,  -0.00804,     0.000,    20.000,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181439_caloxy_MiSa1194_445_data.csv , 2022/06/18, 14:55:24,    1655574923928,--Not Acquired--     ,-Not Acquired--      , -3058.63,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   211  ,     2.3975,     0.9765,    552.14,    500.79,   1360.50,    0.6319,    425.41,    0.0000,      4024,    0.0000,       584,    0.0000,     23342,    0.0000,     0.685,      5.50,  -0.00570,     0.000,    20.000,
C:\Users\mberthold\Desktop\SolisenseBatchFit\ProchloroRefit\PICO_202206181439_caloxy_MiSa1194_445_data.csv , 2022/06/18, 14:55:26,    1655574926056,--Not Acquired--     ,-Not Acquired--      , -3057.37,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     3.5507,     0.9804,    595.67,    499.73,   1351.64,    0.6303,    445.89,    0.0000,      4170,    0.0000,       430,    0.0000,     23859,    0.0000,     0.308,     14.26,  -0.00752,     0.000,    20.000,
