Source DataFile                                                              ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Alp4QA,   Tau4QA, Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-----------------------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\PICO\20220613\PICO_202206140939_caloxy_MiSa1196_445_LL_data.csv , 2022/06/14, 09:41:46,    1655210506720,--Not Acquired--     ,--Not Acquired--     , -609.43,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     68.295,   384.950,   1462.390,   1077.440,  0.7368,  2.7989,   381.48,  0.0680,     0.000,    0.000,  0.800,     1546,  0.169,    11095,  0.031,   195383,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.406,    45.47,   109.43,  0.504,      12.34,    0.000,    600.00, 1219.90,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20220613\PICO_202206140939_caloxy_MiSa1196_445_LL_data.csv , 2022/06/14, 09:41:49,    1655210508828,--Not Acquired--     ,--Not Acquired--     , -609.11,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     33.027,   470.080,   1406.300,    936.220,  0.6657,  1.9916,   421.51,  0.1170,     0.000,    0.000,  0.753,     1495,  0.176,     6130,  0.071,    29780,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.668,    87.31,   232.95,  0.503,      14.77,    0.000,    600.00,  995.07,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20220613\PICO_202206140939_caloxy_MiSa1196_445_LL_data.csv , 2022/06/14, 09:44:50,    1655210689897,--Not Acquired--     ,--Not Acquired--     , -578.98,     0.0000,      0.0000,  NO DATA,    '10000,    40.00,    0.00,    0.00,    0.00,    0.00,    0.00,     27.725,   862.140,   1450.590,    588.450,  0.4057,  0.6825,   410.04,  0.0000,     0.000,    0.000,  0.310,     1998,  0.568,     2474,  0.122,    60993,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.469,    42.71,   105.48,  0.216,      23.50,    0.000,    600.00,  556.79,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20220613\PICO_202206140939_caloxy_MiSa1196_445_LL_data.csv , 2022/06/14, 09:44:52,    1655210691927,--Not Acquired--     ,--Not Acquired--     , -604.51,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     10.600,   439.260,   1272.720,    833.460,  0.6549,  1.8974,   452.03,  0.1530,     0.000,    0.000,  0.894,     2083,  0.088,    13090,  0.019,    87604,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.911,    74.07,   215.62,  0.368,      14.29,    0.000,    600.00,  914.06,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20220613\PICO_202206140939_caloxy_MiSa1196_445_LL_data.csv , 2022/06/14, 09:47:53,    1655210872956,--Not Acquired--     ,--Not Acquired--     , -536.69,     0.0000,      0.0000,  NO DATA,    '10000,    80.00,    0.00,    0.00,    0.00,    0.00,    0.00,     14.774,  1175.940,   1599.410,    423.470,  0.2648,  0.3601,   356.37,  0.0000,     0.000,    0.000,  0.336,     1713,  0.524,     2614,  0.140,    43210,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.146,    58.33,   125.18,  0.146,      29.29,    0.000,    600.00,  288.59,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20220613\PICO_202206140939_caloxy_MiSa1196_445_LL_data.csv , 2022/06/14, 09:47:55,    1655210874964,--Not Acquired--     ,--Not Acquired--     , -607.17,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     15.124,   434.580,   1303.430,    868.850,  0.6666,  1.9993,   428.67,  0.0980,     0.000,    0.000,  0.883,     1944,  0.099,    10834,  0.019,    86676,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.692,    85.02,   228.85,  0.394,      13.88,    0.000,    600.00, 1081.26,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20220613\PICO_202206140939_caloxy_MiSa1196_445_LL_data.csv , 2022/06/14, 09:50:56,    1655211056064,--Not Acquired--     ,--Not Acquired--     , -411.38,     0.0000,      0.0000,  NO DATA,    '10000,   160.00,    0.00,    0.00,    0.00,    0.00,    0.00,     14.094,  1472.760,   1768.250,    295.490,  0.1671,  0.2006,   201.13,  0.0000,     0.000,    0.000,  0.418,      583,  0.460,     2411,  0.122,    35992,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.211,   144.02,   174.45,  0.138,      43.39,    0.008,    600.00,  129.90,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20220613\PICO_202206140939_caloxy_MiSa1196_445_LL_data.csv , 2022/06/14, 09:50:58,    1655211058052,--Not Acquired--     ,--Not Acquired--     , -608.09,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     18.003,   446.680,   1320.640,    873.960,  0.6618,  1.9566,   409.61,  0.0870,     0.000,    0.000,  0.660,     1560,  0.287,     3642,  0.053,    27544,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.557,   111.63,   285.40,  0.429,      13.58,    0.000,    600.00, 1051.65,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20220613\PICO_202206140939_caloxy_MiSa1196_445_LL_data.csv , 2022/06/14, 09:53:59,    1655211239076,--Not Acquired--     ,--Not Acquired--     , -609.60,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     69.108,   379.790,   1401.640,   1021.850,  0.7290,  2.6906,   385.59,  0.0690,     0.000,    0.000,  0.806,     1609,  0.165,     9089,  0.029,   201153,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.438,    47.81,   116.56,  0.489,      12.43,    0.000,    600.00, 1307.13,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
